0.0	0.7092469	0.5224476	0.6308975	0.1394379	0.0401847	0.0729688	0.0202207	0.4621819	0.2101934	0.6554687
50.0	0.2279885	0.8480507	0.5616334	0.1339598	0.1951750	0.0426242	0.0199029	0.5920428	0.1984816	0.2171273
100.0	0.0801993	0.7926468	0.4793057	0.1401007	0.1725278	0.1679281	0.0143681	0.3962421	0.1801327	0.1219033
150.0	0.0076769	0.5559337	0.5055724	0.1414032	0.2251933	0.2943288	0.0158604	0.3550142	0.1072519	0.0779711
200.0	0.0046517	0.6365198	0.4290587	0.1442380	0.2037084	0.4379994	0.0408760	0.2613854	0.1924393	0.0654002
250.0	0.0030494	0.7041884	0.3878433	0.2170082	0.1931549	0.5146696	0.0399287	0.1716148	0.2518462	0.0382168
300.0	0.0007902	0.6534565	0.3570323	0.1620024	0.1946324	0.5729150	0.1067147	0.1186897	0.3888936	0.0733433
350.0	0.0000000	0.6678519	0.3983808	0.2329352	0.2132886	0.6265009	0.1203489	0.1852291	0.5708313	0.0932096
400.0	0.0020354	0.6222983	0.3293948	0.1401137	0.2295281	0.6487877	0.1214910	0.1355590	0.7595672	0.0701113
450.0	0.0024292	0.5475092	0.4522891	0.2221978	0.2225955	0.6771274	0.1454972	0.1402195	0.6721874	0.0497246
500.0	0.0054129	0.6630230	0.3389800	0.1994935	0.2229585	0.7105209	0.0953964	0.1054482	0.6875381	0.0920467
550.0	0.1711558	0.5167935	0.1290566	0.2386460	0.0933586	0.5384948	0.1710720	0.1654855	0.5893198	0.6613765
600.0	0.2723419	0.4934737	0.2056737	0.5124503	0.1023341	0.4604518	0.1020648	0.2401202	0.5552801	0.6270200
650.0	0.2773261	0.3875138	0.3298308	0.4279655	0.0670788	0.2533635	0.0829018	0.2069070	0.5457649	0.7794413
700.0	0.3678225	0.5297701	0.3404658	0.1706617	0.0732647	0.1152364	0.0545922	0.3984684	0.6677637	0.8008171
750.0	0.3377845	0.6483221	0.4230574	0.1996225	0.0504563	0.1003344	0.0376924	0.4460689	0.4224113	0.8041226
800.0	0.5431204	0.7401993	0.4644329	0.1661308	0.0485749	0.0717976	0.0420719	0.4625482	0.3306149	0.6930648
850.0	0.6827520	0.6474275	0.4311327	0.1678336	0.0837323	0.0827456	0.0142945	0.4413539	0.2239196	0.6972899
900.0	0.6940997	0.6469341	0.5141009	0.0979928	0.0233627	0.0619674	0.0623193	0.4838791	0.2545811	0.6615482
950.0	0.7438570	0.6272690	0.5306476	0.1580536	0.0307731	0.0724464	0.0195935	0.5152918	0.1926089	0.6548265
1000.0	0.7738100	0.8772177	0.4257496	0.1352190	0.0441570	0.0625995	0.0144691	0.6181626	0.2807829	0.9060561
0.0	0.8396094	0.6604305	0.5053606	0.1189134	0.0352375	0.0443375	0.0361835	0.5269756	0.2511990	0.7486017
50.0	0.6872653	0.6448971	0.3635250	0.1758945	0.0493050	0.0866095	0.0266112	0.1016911	0.2784697	0.3131841
100.0	0.5924297	0.7063973	0.2193299	0.1281061	0.0996286	0.0522393	0.1153577	0.0588285	0.5220974	0.2349447
150.0	0.5410159	0.6288132	0.1171204	0.2914947	0.0625770	0.0463337	0.4009129	0.0171637	0.5882246	0.2459202
200.0	0.3164594	0.4953162	0.0936637	0.4117774	0.1890896	0.0680516	0.5365764	0.0239576	0.7705534	0.2397455
250.0	0.1988700	0.4587908	0.0943112	0.5981852	0.4498015	0.3814168	0.7968850	0.0142807	0.7633775	0.2147630
300.0	0.2226087	0.3071169	0.0458077	0.6211780	0.6323616	0.5292485	0.6886153	0.0133793	0.7473196	0.2469607
350.0	0.1948528	0.2800397	0.0569693	0.6004420	0.6055373	0.6795996	0.7448470	0.0117709	0.7985521	0.2302935
400.0	0.2413553	0.2789238	0.0574876	0.5449998	0.7263455	0.6708697	0.6873782	0.0009981	0.6638145	0.2253598
450.0	0.1977449	0.2447755	0.1042191	0.6025479	0.6684394	0.7234814	0.7660633	0.0056397	0.6207817	0.1719857
500.0	0.2140426	0.2769031	0.0878167	0.6781890	0.5967365	0.7165491	0.7017519	0.0033398	0.7627135	0.2000984
550.0	0.1996716	0.2932163	0.0361746	0.6804290	0.7520348	0.8852768	0.5932153	0.0893901	0.6837912	0.5603454
600.0	0.1891730	0.3291841	0.2251707	0.7294570	0.5873800	0.7070213	0.4290015	0.1202935	0.5984669	0.6985843
650.0	0.3212475	0.4156824	0.3672087	0.4041897	0.6191670	0.7768229	0.3300365	0.1408433	0.6376225	0.6471660
700.0	0.2542126	0.4671011	0.3971839	0.2046749	0.3393695	0.7410750	0.1918147	0.1502125	0.7856574	0.7772003
750.0	0.1707161	0.2963102	0.4087823	0.1671861	0.1568314	0.7216973	0.1279906	0.1608155	0.7803932	0.6899571
800.0	0.1885359	0.5110976	0.4256034	0.1737534	0.1246303	0.6099163	0.1542833	0.1585673	0.7076104	0.7060129
850.0	0.2594151	0.4818306	0.5145090	0.1148685	0.1330679	0.5059167	0.2218021	0.1965922	0.5376400	0.7674529
900.0	0.2941869	0.5648216	0.4193384	0.1933904	0.0606811	0.2910781	0.1810012	0.2090872	0.6221331	0.6842898
950.0	0.1752288	0.4230195	0.6278638	0.1460546	0.0674464	0.1516438	0.1044955	0.2820552	0.5273870	0.8021232
1000.0	0.2368829	0.6574972	0.4144883	0.1599815	0.0431344	0.0832606	0.0591512	0.4055863	0.4766660	0.7881250
0.0	0.7337627	0.6048295	0.4643123	0.1535654	0.0813993	0.0934484	0.0271784	0.5002206	0.1700318	0.6247322
50.0	0.7929720	0.5095489	0.4111749	0.1567122	0.2087850	0.2485020	0.0094205	0.4291373	0.1155608	0.3967793
100.0	0.7718579	0.6886984	0.2754534	0.1943695	0.1843468	0.4190367	0.0248736	0.2603402	0.1254005	0.3220576
150.0	0.6560507	0.6391251	0.2472888	0.2107480	0.3205404	0.4756634	0.0546455	0.1728095	0.1926040	0.3780545
200.0	0.7629795	0.5077966	0.0887402	0.3960233	0.2353642	0.6338839	0.1000086	0.1795366	0.5869816	0.4276217
250.0	0.5079575	0.5185762	0.1933113	0.5620700	0.2798618	0.6858642	0.1659589	0.2246384	0.4917061	0.3449484
300.0	0.3456871	0.4171021	0.1544789	0.6801408	0.3100436	0.6420086	0.1421894	0.1322000	0.6626559	0.4215826
350.0	0.3306156	0.4552498	0.1850312	0.6853158	0.3488833	0.6090729	0.2089033	0.1945667	0.6227961	0.3630223
400.0	0.2189578	0.3769589	0.1198756	0.6072668	0.2996107	0.6897843	0.1724267	0.0975289	0.7424368	0.3376796
450.0	0.2255381	0.4699844	0.1010050	0.6356838	0.2916280	0.6584580	0.2498361	0.1366965	0.6131479	0.3252247
500.0	0.2829362	0.4907957	0.0905658	0.6331058	0.2733654	0.8148860	0.1899118	0.1186882	0.6555833	0.3674116
550.0	0.1797507	0.3628349	0.1866625	0.7079460	0.1133345	0.6424798	0.2468079	0.0950740	0.7216798	0.6688979
